"","class","activity","subject","mean","sd"
"95",1,"WALKING",1,-0.308141080567879,0.448232249963136
"96",1,"WALKING",1,-0.303307946885027,0.438374965412827
"97",1,"WALKING",1,-0.297645063976114,0.452877999801023
"98",1,"WALKING",1,-0.313297681915508,0.440879077909829
"99",1,"WALKING",1,-0.309874409699393,0.445541650602518
"100",1,"WALKING",1,-0.296184399174064,0.447806055469905
"101",1,"WALKING",1,-0.309934396000356,0.446192533661772
"102",1,"WALKING",1,-0.25937103576738,0.440983340925284
"103",1,"WALKING",1,-0.283384731214617,0.446232896083186
"104",1,"WALKING",1,-0.293289650625134,0.461893252045591
"105",1,"WALKING",1,-0.302374811990553,0.456340174555883
"106",1,"WALKING",1,-0.335428887950463,0.453778771998605
"107",1,"WALKING",1,-0.312844901594547,0.448867057503996
"108",1,"WALKING",1,-0.293470167709661,0.445041306865753
"109",1,"WALKING",1,-0.303096162593654,0.440934782819376
"110",1,"WALKING",1,-0.306718902846168,0.448052732051627
"111",1,"WALKING",1,-0.316400444072193,0.454294954663729
"112",1,"WALKING",1,-0.271843978214838,0.453319579455896
"113",1,"WALKING",1,-0.311396886112834,0.455104158371457
"114",1,"WALKING",1,-0.320567937059964,0.445393756960384
"115",1,"WALKING",1,-0.329810664737308,0.458057300963807
"116",1,"WALKING",1,-0.317740158423119,0.446788963117256
"117",1,"WALKING",1,-0.33209124773328,0.454644005415269
"118",1,"WALKING",1,-0.340893880442977,0.458211197269921
"119",1,"WALKING",1,-0.355583521639875,0.45027395439984
"120",1,"WALKING",1,-0.37308955880943,0.457879202640634
"121",1,"WALKING",1,-0.365736922235258,0.456063261520369
"122",1,"WALKING",1,-0.353605203906239,0.453151865285584
"123",1,"WALKING",1,-0.331673127488948,0.460606257877184
"124",1,"WALKING",1,-0.338066160478788,0.452854852016772
"125",1,"WALKING",1,-0.353360423243012,0.452535492473421
"126",1,"WALKING",1,-0.370323264121569,0.463159302217422
"127",1,"WALKING",1,-0.338439935266845,0.461583326174594
"128",1,"WALKING",1,-0.308922332447986,0.453282072946403
"129",1,"WALKING",1,-0.315078175887701,0.452465674214366
"130",1,"WALKING",1,-0.313216781375045,0.462399517030197
"131",1,"WALKING",1,-0.270754499540107,0.460783186288268
"132",1,"WALKING",1,-0.281071154208271,0.451492510565898
"133",1,"WALKING",1,-0.333185643285027,0.463740290977185
"134",1,"WALKING",1,-0.340185273725116,0.472805471125437
"135",1,"WALKING",1,-0.206452124034225,0.449423806965096
"136",1,"WALKING",1,-0.259164636374153,0.459453437603349
"137",1,"WALKING",1,-0.218841448402852,0.443625356317213
"138",1,"WALKING",1,-0.235468066469786,0.45436976151837
"139",1,"WALKING",1,-0.272233622698915,0.445480940577563
"140",1,"WALKING",1,-0.295037280055579,0.457887776688873
"141",1,"WALKING",1,-0.272141863630873,0.440939043971378
"142",1,"WALKING",1,-0.288803158151337,0.463142331078683
"143",1,"WALKING",1,-0.329682861209091,0.46494021756245
"144",1,"WALKING",1,-0.306863171714189,0.463627144965167
"145",1,"WALKING",1,-0.280197479114242,0.443590992928281
"146",1,"WALKING",1,-0.262398364941176,0.444546427736744
"147",1,"WALKING",1,-0.304449578732843,0.441411435884382
"148",1,"WALKING",1,-0.339946259758119,0.450681343371251
"149",1,"WALKING",1,-0.342486142951693,0.458565421241878
"150",1,"WALKING",1,-0.345712652141711,0.459095444051744
"151",1,"WALKING",1,-0.414945052816756,0.485444602400985
"152",1,"WALKING",1,-0.422460407929234,0.488318520648588
"153",1,"WALKING",1,-0.426081073997326,0.477874539770977
"154",1,"WALKING",1,-0.387398101309091,0.477373382303622
"155",1,"WALKING",1,-0.394069809623886,0.482907657422829
"156",1,"WALKING",1,-0.412121767498752,0.481074815515736
"157",1,"WALKING",1,-0.408316749521693,0.481969365037258
"158",1,"WALKING",1,-0.404038610680749,0.487781714835384
"159",1,"WALKING",1,-0.406510593090731,0.488815269242173
"160",1,"WALKING",1,-0.419521982631194,0.492160801565136
"161",1,"WALKING",1,-0.406128790024724,0.484704602355887
"162",1,"WALKING",1,-0.402744410549554,0.476954205554402
"163",1,"WALKING",1,-0.440213136544563,0.477705040854858
"164",1,"WALKING",1,-0.426745215417112,0.475192798224687
"165",1,"WALKING",1,-0.425139530605615,0.496644614662434
"166",1,"WALKING",1,-0.450282820124777,0.503233313094864
"167",1,"WALKING",1,-0.452109281001426,0.496490891061348
"168",1,"WALKING",1,-0.425222517622121,0.500061549734614
"169",1,"WALKING",1,-0.407129555193761,0.495346578955014
"170",1,"WALKING",1,-0.405909181138859,0.490961744886222
"171",1,"WALKING",1,-0.405577391498396,0.484870622615339
"172",1,"WALKING",1,-0.433140853583422,0.475200239288322
"173",1,"WALKING",1,-0.434402810309447,0.472572274410885
"174",1,"WALKING",1,-0.414162597054724,0.477035584889676
"175",1,"WALKING",1,-0.429206523387701,0.491334019765478
"176",1,"WALKING",1,-0.412749380813369,0.482499105425137
"177",1,"WALKING",1,-0.620231283567897,0.564415384966893
"178",1,"WALKING",1,-0.648524571674314,0.525324441090525
"179",1,"WALKING",1,-0.640339340744456,0.534074438360112
"180",1,"WALKING",1,-0.639752451485205,0.524460992521421
"181",1,"WALKING",1,-0.643945778319733,0.520847843416786
"182",1,"WALKING",1,-0.641331502423422,0.528202839071595
"183",1,"WALKING",1,-0.639125460840535,0.544457117834034
"184",1,"WALKING",1,-0.661468583944029,0.526948720691792
"185",1,"WALKING",1,-0.647720072602496,0.534684091098522
"186",1,"WALKING",1,-0.642683387466239,0.538913007417433
"187",1,"WALKING",1,-0.65648480414726,0.537081579106876
"188",1,"WALKING",1,-0.660113242157112,0.529130371251529
"189",1,"WALKING",1,-0.662150270288922,0.525272888737044
"190",1,"WALKING",1,-0.647116539650267,0.538666611794763
"191",1,"WALKING",1,-0.610900215743975,0.557185652130957
"192",1,"WALKING",1,-0.631851254701604,0.560581922620367
"193",1,"WALKING",1,-0.630324706428075,0.561875079605252
"194",1,"WALKING",1,-0.655954573917825,0.531603551888495
"195",1,"WALKING",1,-0.65178931873262,0.541922885900445
"196",1,"WALKING",1,-0.64845921724795,0.552596741537959
"197",1,"WALKING",1,-0.653188077657576,0.541482177539273
"198",1,"WALKING",1,-0.656201602472727,0.545223990956644
"199",1,"WALKING",1,-0.657113236233333,0.543413441618278
"200",1,"WALKING",1,-0.659709480040802,0.53362860673822
"201",1,"WALKING",1,-0.653948985988414,0.544028585956142
"202",1,"WALKING",1,-0.660423626211408,0.534308180893789
"203",1,"WALKING",1,-0.60674762713,0.547550881688085
"204",1,"WALKING",1,-0.618771254217094,0.563020139620996
"205",1,"WALKING",1,-0.629987304706239,0.559582036457499
"206",1,"WALKING",1,-0.6381942675082,0.550191426817119
"207",1,"WALKING",1,-0.644223990455437,0.553789737661056
"208",1,"WALKING",1,-0.649022220608984,0.553390387064869
"209",1,"WALKING",1,-0.641330444183244,0.560153073654145
"210",1,"WALKING",1,-0.644160506654545,0.555512075325942
"211",1,"WALKING",1,-0.648466457780856,0.550112183041673
"212",1,"WALKING",1,-0.648525589853904,0.551393008843198
"213",1,"WALKING",1,-0.652972726403672,0.547852015663373
"214",1,"WALKING",1,-0.609745205895615,0.540389757412166
"215",1,"WALKING",1,-0.627691338142424,0.545232850916422
"216",1,"WALKING",1,-0.641564182922638,0.553742474379156
"217",1,"WALKING",1,-0.633821019702317,0.561422651542354
"218",1,"WALKING",1,-0.648313763757754,0.547744062532396
"219",1,"WALKING",1,-0.65290230903672,0.543525140703729
"220",1,"WALKING",1,-0.646415384535419,0.546939821435887
"221",1,"WALKING",1,-0.646221573722282,0.548124313451554
"222",1,"WALKING",1,-0.643904192490321,0.555728524779117
"223",1,"WALKING",1,-0.649461478259893,0.54366086408669
"224",1,"WALKING",1,-0.647793512279804,0.549804995563107
"225",1,"WALKING",1,-0.653916573370945,0.541728803883153
"226",1,"WALKING",1,-0.60935184472893,0.539195164207537
"227",1,"WALKING",1,-0.627487751687772,0.549378982025847
"228",1,"WALKING",1,-0.637513476817611,0.539343213685242
"229",1,"WALKING",1,-0.640910922330303,0.543554876061454
"230",1,"WALKING",1,-0.641656781856506,0.546793195755847
"231",1,"WALKING",1,-0.651651370752941,0.540974988692487
"232",1,"WALKING",1,-0.65072411635057,0.538522119248434
"233",1,"WALKING",1,-0.646997031258467,0.54898887856545
"234",1,"WALKING",1,-0.652108368672192,0.549630813798397
"235",1,"WALKING",1,-0.651640721026203,0.548022797018867
"236",1,"WALKING",1,-0.651585342241533,0.54676845748372
"237",1,"WALKING",1,-0.648552384350677,0.534531391404324
"238",1,"WALKING",1,-0.434659234827825,0.507751043865194
"239",1,"WALKING",1,-0.488388291288592,0.548320744199204
"240",1,"WALKING",1,-0.61820096846221,0.530280912512661
"241",1,"WALKING",1,-0.612308613927504,0.539181165352991
"242",1,"WALKING",1,-0.617589792814759,0.539189847529797
"243",1,"WALKING",1,-0.634969924791622,0.544298568758916
"244",1,"WALKING",1,-0.656557488517825,0.528598209705815
"245",1,"WALKING",1,-0.646886874536007,0.5358692056396
"246",1,"WALKING",1,-0.628115168416399,0.543200301314024
"247",1,"WALKING",1,-0.608343518730838,0.574868150260995
"248",1,"WALKING",1,-0.616747210849554,0.554566736579302
"249",1,"WALKING",1,-0.380561496143672,0.456453949947352
"250",1,"WALKING",1,-0.348665108373048,0.453419683168285
"251",1,"WALKING",1,-0.339493937845633,0.446066469871898
"252",1,"WALKING",1,-0.338178109817112,0.447704094394572
"253",1,"WALKING",1,-0.334807326051462,0.450286745570157
"254",1,"WALKING",1,-0.337393509857326,0.448904267912579
"255",1,"WALKING",1,-0.321945275598021,0.461816391214606
"256",1,"WALKING",1,-0.340248977043137,0.460129028501349
"257",1,"WALKING",1,-0.355127713182709,0.465676277582104
"258",1,"WALKING",1,-0.315210564374332,0.466841795101834
"259",1,"WALKING",1,-0.324843568015098,0.46074685558451
"260",1,"WALKING",1,-0.352288577881818,0.454258676980425
"261",1,"WALKING",1,-0.340453513413012,0.45111636736819
"262",1,"WALKING",1,-0.32415964421426,0.45002584847165
"263",1,"WALKING",1,-0.325194166636185,0.451506276074419
"264",1,"WALKING",1,-0.304188127793048,0.450192362211504
"265",1,"WALKING",1,-0.302389739504831,0.456095092170096
"266",1,"WALKING",1,-0.337705882233512,0.451343160385234
"267",1,"WALKING",1,-0.339162712578289,0.452364711811656
"268",1,"WALKING",1,-0.282071559359483,0.448673305103757
"269",1,"WALKING",1,-0.266074875692513,0.44382671377648
"270",1,"WALKING",1,-0.280156542551337,0.451176863689691
"271",1,"WALKING",1,-0.315476639258467,0.453292690881476
"272",1,"WALKING",1,-0.284375201315508,0.451661924014101
"273",1,"WALKING",1,-0.293726932533333,0.458307341568559
"274",1,"WALKING",1,-0.286591356914082,0.460460294969803
"275",1,"WALKING",1,-0.311631374667201,0.456267717997025
"276",1,"WALKING",1,-0.335850235525686,0.457424845937484
"277",1,"WALKING",1,-0.352395206693405,0.457241990312703
"278",1,"WALKING",1,-0.31057771928082,0.450932341500724
"279",1,"WALKING",1,-0.312974281963975,0.465141244727717
"280",1,"WALKING",1,-0.351589902645811,0.455506684635744
"281",1,"WALKING",1,-0.347210913801783,0.462313189366852
"282",1,"WALKING",1,-0.347017691328111,0.456487495037333
"283",1,"WALKING",1,-0.31590897285,0.46271181068365
"284",1,"WALKING",1,-0.299812566083779,0.462928923428376
"285",1,"WALKING",1,-0.321429542123886,0.461108025394827
"286",1,"WALKING",1,-0.354647828915686,0.454031629606985
"287",1,"WALKING",1,-0.345469980818966,0.45440070430512
"288",1,"WALKING",1,-0.312780068597326,0.449949229421623
"289",1,"WALKING",1,-0.276196599155258,0.45340627592333
"290",1,"WALKING",1,-0.249326508424242,0.446787172807255
"291",1,"WALKING",1,-0.271711299661497,0.441005102257228
"292",1,"WALKING",1,-0.302502846966506,0.445845217243811
"293",1,"WALKING",1,-0.261363131319073,0.453442513287844
"294",1,"WALKING",1,-0.262046949526435,0.452663050269955
"295",1,"WALKING",1,-0.332225161341711,0.448953299095456
"296",1,"WALKING",1,-0.335468632529768,0.44855239222896
"297",1,"WALKING",1,-0.400459508364492,0.471433287905955
"298",1,"WALKING",1,-0.32922103644123,0.469458842574503
"299",1,"WALKING",1,-0.287686872888414,0.454941361041497
"300",1,"WALKING",1,-0.222394948186988,0.451178269202205
"301",1,"WALKING",1,-0.282118790824742,0.447202566785918
"302",1,"WALKING",1,-0.336042682909677,0.455617970191776
"303",1,"WALKING",1,-0.324811861175455,0.462036743738973
"304",1,"WALKING",1,-0.418098341882068,0.490070770144709
"305",1,"WALKING",1,-0.413105474502674,0.488697860446915
"306",1,"WALKING",1,-0.388451085786096,0.490314849672042
"307",1,"WALKING",1,-0.394189854372586,0.491283722279912
"308",1,"WALKING",1,-0.404611142277701,0.493670298762235
"309",1,"WALKING",1,-0.387516122583957,0.477472328911152
"310",1,"WALKING",1,-0.388642399177005,0.472771411150459
"311",1,"WALKING",1,-0.399493139717807,0.479317976075316
"312",1,"WALKING",1,-0.393959422484617,0.484780466477295
"313",1,"WALKING",1,-0.392443222808021,0.491160678707127
"314",1,"WALKING",1,-0.406484250869875,0.489336553789633
"315",1,"WALKING",1,-0.391210732036364,0.482259485447153
"316",1,"WALKING",1,-0.360029635660784,0.469157938967621
"317",1,"WALKING",1,-0.385133888930303,0.480082120082988
"318",1,"WALKING",1,-0.394412828957041,0.470491292355047
"319",1,"WALKING",1,-0.377399686999822,0.477490302307871
"320",1,"WALKING",1,-0.383811778479501,0.491197839842109
"321",1,"WALKING",1,-0.4065353547959,0.484460618604009
"322",1,"WALKING",1,-0.420647933312834,0.494942686079919
"323",1,"WALKING",1,-0.426543226447772,0.500222619814042
"324",1,"WALKING",1,-0.387492214384314,0.476770323370927
"325",1,"WALKING",1,-0.379820745393761,0.480000529596878
"326",1,"WALKING",1,-0.411608695958324,0.488835095195107
"327",1,"WALKING",1,-0.403057873053476,0.473751024751176
"328",1,"WALKING",1,-0.390883635586453,0.476330726800834
"329",1,"WALKING",1,-0.394367031822282,0.495240182569238
"330",1,"WALKING",1,-0.404542899486631,0.483094744612909
"331",1,"WALKING",1,-0.31926800043631,0.470394736998569
"332",1,"WALKING",1,-0.289819922136488,0.461570701397476
"333",1,"WALKING",1,-0.259405620942353,0.452490741752308
"334",1,"WALKING",1,-0.264791869726381,0.45147114806002
"335",1,"WALKING",1,-0.307299873726667,0.456227049066471
"336",1,"WALKING",1,-0.295449293237077,0.44278876387128
"337",1,"WALKING",1,-0.282303277118717,0.449673983975359
"338",1,"WALKING",1,-0.286822048209447,0.458115937890936
"339",1,"WALKING",1,-0.32854353252959,0.458659322191348
"340",1,"WALKING",1,-0.267349974051872,0.45653450185637
"341",1,"WALKING",1,-0.268418256500713,0.447823913937308
"342",1,"WALKING",1,-0.31772642508221,0.449459183220689
"343",1,"WALKING",1,-0.3204257776859,0.454893703922303
"344",1,"WALKING",1,-0.267821962532709,0.445053163280342
"345",1,"WALKING",1,-0.268068566801069,0.451288219983141
"346",1,"WALKING",1,-0.313130322645651,0.453711354164216
"347",1,"WALKING",1,-0.293652153983422,0.465696078893662
"348",1,"WALKING",3,-0.534310978637611,0.516580240728129
"349",1,"WALKING",3,-0.617255763401503,0.530094074061854
"350",1,"WALKING",3,-0.656620101736898,0.523583726560745
"351",1,"WALKING",3,-0.632769796911533,0.531070478580283
"352",1,"WALKING",3,-0.62253238301975,0.515516162112416
"353",1,"WALKING",3,-0.611683194640998,0.512273640443728
"354",1,"WALKING",3,-0.601634454647415,0.517568166239449
"355",1,"WALKING",3,-0.611196424124777,0.504545253108567
"356",1,"WALKING",3,-0.595368891565348,0.507734307600408
"357",1,"WALKING",3,-0.593005277749554,0.499186303542467
"358",1,"WALKING",3,-0.590378829767914,0.504496260950467
"359",1,"WALKING",3,-0.607621635656328,0.512463345075987
"360",1,"WALKING",3,-0.626932492186096,0.512601939877146
"361",1,"WALKING",3,-0.630728662047112,0.503051552650693
"362",1,"WALKING",3,-0.614947549480927,0.5101311210229
"363",1,"WALKING",3,-0.614170470640285,0.512081275569752
"364",1,"WALKING",3,-0.578778751556738,0.555929012942746
"365",1,"WALKING",3,-0.61732234226697,0.549492089171983
"366",1,"WALKING",3,-0.635413110592692,0.544520848381442
"367",1,"WALKING",3,-0.652166145360784,0.525640585658057
"368",1,"WALKING",3,-0.643685278947594,0.522391321772598
"369",1,"WALKING",3,-0.639248157954629,0.524676537021412
"370",1,"WALKING",3,-0.642050195056524,0.524113775030433
"371",1,"WALKING",3,-0.650745784798931,0.516084023541457
"372",1,"WALKING",3,-0.645899218987701,0.533842411667502
"373",1,"WALKING",3,-0.651690935435294,0.540027260202103
"374",1,"WALKING",3,-0.649782277227273,0.541673981447652
"375",1,"WALKING",3,-0.65283898798066,0.54742110430965
"376",1,"WALKING",3,-0.649649898889305,0.549176991007137
"377",1,"WALKING",3,-0.646539091710873,0.552091666366284
"378",1,"WALKING",3,-0.645544585103743,0.519836185541257
"379",1,"WALKING",3,-0.558616034380392,0.557236892239304
"380",1,"WALKING",3,-0.601853901635829,0.563451755449454
"381",1,"WALKING",3,-0.627645285291087,0.543945694089459
"382",1,"WALKING",3,-0.640516964778431,0.528411522416257
"383",1,"WALKING",3,-0.65174608894615,0.530486260464626
"384",1,"WALKING",3,-0.645504949413904,0.531017227578421
"385",1,"WALKING",3,-0.572089111122816,0.558698781355177
"386",1,"WALKING",3,-0.562961340550759,0.540646468168916
"387",1,"WALKING",3,-0.570447175172193,0.519968156007109
"388",1,"WALKING",3,-0.603515952449661,0.557870622781362
"389",1,"WALKING",3,-0.607513831921676,0.560634407046602
"390",1,"WALKING",3,-0.613664324960731,0.548104490222765
"391",1,"WALKING",3,-0.591270822818175,0.523753010600262
"392",1,"WALKING",3,-0.632198668476595,0.530173175555521
"393",1,"WALKING",3,-0.645556547831729,0.524404497775591
"394",1,"WALKING",3,-0.648245187117825,0.529762341662495
"395",1,"WALKING",3,-0.647943535988414,0.529541784396529
"396",1,"WALKING",3,-0.646593044516399,0.531474467380363
"397",1,"WALKING",3,-0.6563873416,0.532291676883003
"398",1,"WALKING",3,-0.655388430350624,0.520861078917022
"399",1,"WALKING",3,-0.652669946989127,0.516082342928825
"400",1,"WALKING",3,-0.648294388738324,0.525164328344458
"401",1,"WALKING",3,-0.656229924745276,0.534824282667697
"402",1,"WALKING",3,-0.643996095056863,0.557209364094385
"403",1,"WALKING",3,-0.649405411021034,0.548061375906054
"404",1,"WALKING",3,-0.653080305055758,0.53560534448696
"405",1,"WALKING",3,-0.582734840001961,0.528721291125484
"406",1,"WALKING",3,-0.628269028576827,0.520707155651575
"407",1,"WALKING",3,-0.635361259000624,0.526793973671821
"408",1,"WALKING",3,-0.649213282875223,0.529979855589702
"409",1,"WALKING",3,-0.651023040338681,0.523927077482318
"410",1,"WALKING",3,-0.655433275294367,0.514505876016865
"411",1,"WALKING",3,-0.650646457142781,0.512353436988267
"412",1,"WALKING",3,-0.648362342075027,0.512387915096675
"413",1,"WALKING",3,-0.641656882322638,0.517568357883388
"414",1,"WALKING",3,-0.630436391004635,0.525708120354086
"415",1,"WALKING",3,-0.62962989825918,0.533496164274864
"416",1,"WALKING",3,-0.636739055217112,0.53200482072879
"417",1,"WALKING",3,-0.641579009926925,0.515882464287237
"418",1,"WALKING",3,-0.636089801308378,0.505559654103838
"419",1,"WALKING",3,-0.603534633690196,0.548509554320748
"420",1,"WALKING",3,-0.626100681953476,0.547694199392522
"421",1,"WALKING",3,-0.638271179033743,0.541166843890536
"422",1,"WALKING",3,-0.643041011655936,0.548558065396299
"423",1,"WALKING",3,-0.652271268309804,0.539143609105581
"424",1,"WALKING",3,-0.653779747701604,0.543574175838093
"425",1,"WALKING",3,-0.66066111611082,0.540855630558388
"426",1,"WALKING",3,-0.663285616462923,0.539879543215657
"427",1,"WALKING",3,-0.656602954794725,0.542067650434105
"428",1,"WALKING",3,-0.648795837255971,0.537641162644385
"429",1,"WALKING",3,-0.645885475835508,0.543686178003322
"430",1,"WALKING",3,-0.65042249705508,0.538787601900342
"431",1,"WALKING",3,-0.651246390933636,0.542600073146865
"432",1,"WALKING",3,-0.648831636397291,0.545115100244913
"433",1,"WALKING",3,-0.647192595194118,0.548191734688011
"434",1,"WALKING",3,-0.645154571957041,0.547997353668089
"435",1,"WALKING",3,-0.473409762793226,0.482550293892947
"436",1,"WALKING",3,-0.459443431552763,0.480969796512511
"437",1,"WALKING",3,-0.417600719047415,0.486449276379717
"438",1,"WALKING",3,-0.405748822653298,0.480399386707129
"439",1,"WALKING",3,-0.4074079136082,0.475016647358154
"440",1,"WALKING",3,-0.408266600928342,0.467717480327743
"441",1,"WALKING",3,-0.381940700504617,0.469100889016824
"442",1,"WALKING",3,-0.399631676334225,0.471765269115505
"443",1,"WALKING",3,-0.400065633986631,0.469270561448249
"444",1,"WALKING",3,-0.390164817509269,0.468172507428653
"445",1,"WALKING",3,-0.38267480692344,0.467740364711355
"446",1,"WALKING",3,-0.405490088342424,0.474272056544854
"447",1,"WALKING",3,-0.414442447231373,0.478773831158959
"448",1,"WALKING",3,-0.395833472291979,0.476141397752227
"449",1,"WALKING",3,-0.381608627069875,0.476291316361076
"450",1,"WALKING",3,-0.39170249631426,0.475855876199782
"451",1,"WALKING",3,-0.477016515015508,0.493056092073226
"452",1,"WALKING",3,-0.451671221493583,0.491871020747145
"453",1,"WALKING",3,-0.421943028685205,0.489595127379041
"454",1,"WALKING",3,-0.399087083545989,0.471523903548068
"455",1,"WALKING",3,-0.364155458711052,0.4650616669428
"456",1,"WALKING",3,-0.359681355549376,0.462301937015607
"457",1,"WALKING",3,-0.375491995618182,0.465999169275795
"458",1,"WALKING",3,-0.402371496228414,0.473661896246328
"459",1,"WALKING",3,-0.383511539914973,0.465417121601684
"460",1,"WALKING",3,-0.356019505276114,0.465453305460754
"461",1,"WALKING",3,-0.355946040844724,0.458230378430164
"462",1,"WALKING",3,-0.392669138239037,0.46737933735193
"463",1,"WALKING",3,-0.394531519627442,0.468580155176408
"464",1,"WALKING",3,-0.378636386320677,0.479574770563277
"465",1,"WALKING",3,-0.384656070205704,0.471017047980342
